batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_runs_x,crr,rrr,results
Sunrisers Hyderabad,Delhi Capitals,Hyderabad,75,114,10,81,6.0,3.95,1
Delhi Capitals,Kings XI Punjab,Delhi,79,85,10,119,6.86,5.58,0
Kolkata Knight Riders,Delhi Capitals,Delhi,224,119,10,224,0.0,11.29,0
Rajasthan Royals,Delhi Capitals,Jaipur,31,31,7,152,8.16,6.0,1
Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,101,61,8,171,7.12,9.93,0
Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,54,107,10,71,7.85,3.03,1
Delhi Capitals,Rajasthan Royals,Jaipur,127,107,9,142,6.92,7.12,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,55,25,5,188,8.4,13.2,0
Chennai Super Kings,Sunrisers Hyderabad,Sharjah,72,62,10,146,7.66,6.97,1
Rajasthan Royals,Delhi Capitals,Delhi,126,71,8,185,7.22,10.65,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,80,42,6,164,6.46,11.43,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,47,85,10,96,8.4,3.32,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,112,101,9,135,7.26,6.65,0
Mumbai Indians,Kings XI Punjab,Indore,195,115,10,199,4.8,10.17,1
Delhi Capitals,Rajasthan Royals,Jaipur,124,72,9,197,9.12,10.33,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,36,18,6,153,6.88,12.0,0
Kings XI Punjab,Chennai Super Kings,Chennai,150,88,8,182,6.0,10.23,0
Kings XI Punjab,Royal Challengers Bangalore,Durban,28,18,8,169,8.29,9.33,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,50,78,9,75,3.57,3.85,1
Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,143,109,9,162,10.36,7.87,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,86,51,7,166,6.96,10.12,1
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,110,74,8,172,8.09,8.92,1
Royal Challengers Bangalore,Kings XI Punjab,Bangalore,114,47,4,199,6.99,14.55,0
Delhi Capitals,Kings XI Punjab,Delhi,25,10,3,158,7.25,15.0,0
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,116,65,7,182,7.2,10.71,0
Chennai Super Kings,Kolkata Knight Riders,Chennai,131,82,9,208,12.16,9.59,1
Delhi Capitals,Kolkata Knight Riders,Delhi,83,48,7,149,5.5,10.38,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,49,28,7,209,10.43,10.5,0
Kings XI Punjab,Rajasthan Royals,Jaipur,178,109,10,192,7.64,9.8,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,40,55,8,140,9.23,4.36,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,60,45,7,130,5.6,8.0,1
Mumbai Indians,Delhi Capitals,Mumbai,115,44,5,220,8.29,15.68,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,53,58,9,139,8.32,5.48,1
Kings XI Punjab,Mumbai Indians,Mumbai,115,70,9,160,5.4,9.86,0
Royal Challengers Bangalore,Delhi Capitals,Delhi,116,67,8,194,8.83,10.39,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,46,42,8,130,6.46,6.57,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,117,75,9,180,8.4,9.36,1
Rajasthan Royals,Delhi Capitals,Delhi,42,35,8,153,7.84,7.2,1
Delhi Capitals,Sunrisers Hyderabad,Centurion,79,60,7,149,7.0,7.9,0
Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah,84,73,9,151,8.55,6.9,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,57,58,10,141,8.13,5.9,1
Mumbai Indians,Delhi Capitals,Mumbai,69,43,6,153,6.55,9.63,1
Delhi Capitals,Mumbai Indians,Sharjah,65,57,9,126,5.81,6.84,0
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,185,116,10,190,7.5,9.57,0
Chennai Super Kings,Mumbai Indians,Cape Town,148,104,9,166,6.75,8.54,0
Chennai Super Kings,Mumbai Indians,Mumbai,14,18,7,174,9.41,4.67,1
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,41,90,10,93,10.4,2.73,1
Chennai Super Kings,Kings XI Punjab,Chennai,41,44,8,137,7.58,5.59,0
Chennai Super Kings,Mumbai Indians,Kolkata,145,65,9,203,6.33,13.38,0
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,86,23,3,196,6.8,22.43,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,50,28,6,163,7.37,10.71,0
Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,45,12,3,171,7.0,22.5,0
Delhi Capitals,Chennai Super Kings,Chennai,153,96,9,187,8.5,9.56,0
Rajasthan Royals,Chennai Super Kings,Mumbai,68,43,7,164,7.48,9.49,1
Delhi Capitals,Mumbai Indians,Delhi,159,109,10,175,8.73,8.75,0
Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,147,88,5,178,5.81,10.02,0
Kings XI Punjab,Rajasthan Royals,Ahmedabad,138,74,8,192,7.04,11.19,1
Chennai Super Kings,Mumbai Indians,Mumbai,64,41,8,158,7.14,9.37,1
Rajasthan Royals,Chennai Super Kings,Jaipur,89,57,6,142,5.05,9.37,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,131,103,9,143,4.24,7.63,1
Delhi Capitals,Kolkata Knight Riders,Durban,55,41,9,155,7.59,8.05,0
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,57,37,7,161,7.52,9.24,1
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,130,53,7,233,9.22,14.72,0
Kolkata Knight Riders,Mumbai Indians,Mumbai,61,36,7,172,7.93,10.17,0
Delhi Capitals,Mumbai Indians,Sharjah,113,106,10,126,5.57,6.4,0
Rajasthan Royals,Mumbai Indians,Jaipur,80,98,10,95,4.09,4.9,1
Delhi Capitals,Kings XI Punjab,Chandigarh,116,100,8,143,8.1,6.96,0
Rajasthan Royals,Mumbai Indians,Ahmedabad,78,44,9,165,6.87,10.64,1
Royal Challengers Bangalore,Kings XI Punjab,Bangalore,191,104,8,199,3.0,11.02,0
Chennai Super Kings,Kolkata Knight Riders,Chennai,95,96,9,140,11.25,5.94,1
Royal Challengers Bangalore,Kings XI Punjab,Bangalore,68,56,6,139,6.66,7.29,0
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,206,112,9,220,10.5,11.04,0
Delhi Capitals,Kings XI Punjab,Delhi,151,106,10,169,7.71,8.55,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,56,49,8,162,8.96,6.86,1
Delhi Capitals,Rajasthan Royals,Delhi,146,103,10,166,7.06,8.5,0
Delhi Capitals,Kolkata Knight Riders,Kolkata,132,118,10,134,6.0,6.71,0
Rajasthan Royals,Sunrisers Hyderabad,Delhi,60,44,5,133,5.76,8.18,1
Royal Challengers Bangalore,Delhi Capitals,Johannesburg,33,30,7,135,6.8,6.6,1
Sunrisers Hyderabad,Mumbai Indians,Mumbai,151,104,10,171,7.5,8.71,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,181,114,10,186,5.0,9.53,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Mumbai,28,57,9,83,5.24,2.95,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,44,47,9,161,9.62,5.62,1
Delhi Capitals,Sunrisers Hyderabad,Centurion,50,34,7,149,6.91,8.82,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,193,102,10,228,11.67,11.35,0
Chennai Super Kings,Mumbai Indians,Mumbai,27,18,6,158,7.71,9.0,1
Rajasthan Royals,Mumbai Indians,Mumbai,67,77,10,134,9.35,5.22,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,107,62,8,166,6.1,10.35,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,91,91,9,129,7.86,6.0,1
Mumbai Indians,Rajasthan Royals,Mumbai,84,97,10,104,5.22,5.2,1
Delhi Capitals,Sunrisers Hyderabad,Raipur,76,49,8,159,7.01,9.31,0
Chennai Super Kings,Mumbai Indians,Mumbai,126,76,7,170,6.0,9.95,1
Delhi Capitals,Mumbai Indians,East London,75,72,10,117,5.25,6.25,0
Kings XI Punjab,Delhi Capitals,Delhi,187,113,10,189,1.71,9.93,0
Delhi Capitals,Kings XI Punjab,Dharamsala,71,77,10,142,9.91,5.53,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,142,101,9,166,7.58,8.44,1
Kings XI Punjab,Delhi Capitals,Delhi,8,20,8,112,6.24,2.4,1
Mumbai Indians,Rajasthan Royals,Mumbai,54,68,9,104,5.77,4.76,1
Chennai Super Kings,Kings XI Punjab,Mohali,126,72,7,199,9.12,10.5,0
Sunrisers Hyderabad,Delhi Capitals,Centurion,23,42,7,154,10.08,3.29,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,90,95,9,115,6.0,5.68,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,31,76,7,112,11.05,2.45,1
Sunrisers Hyderabad,Chennai Super Kings,Chennai,25,10,5,166,7.69,15.0,0
Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,80,23,5,232,9.4,20.87,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,123,51,8,223,8.7,14.47,0
Kings XI Punjab,Chennai Super Kings,Chandigarh,226,109,10,241,8.18,12.44,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,19,17,5,176,9.15,6.71,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,134,81,6,165,4.77,9.93,0
Mumbai Indians,Kings XI Punjab,Indore,23,34,8,199,12.28,4.06,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,56,39,9,175,8.81,8.62,1
Mumbai Indians,Rajasthan Royals,Jaipur,169,98,8,180,3.0,10.35,0
Delhi Capitals,Rajasthan Royals,Delhi,94,96,9,130,9.0,5.88,0
Rajasthan Royals,Chennai Super Kings,Jaipur,123,89,7,142,3.68,8.29,1
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,104,95,8,136,7.68,6.57,1
Chennai Super Kings,Mumbai Indians,Mumbai,94,84,10,184,15.0,6.71,1
Delhi Capitals,Rajasthan Royals,Delhi,7,3,5,166,8.15,14.0,0
Delhi Capitals,Royal Challengers Bangalore,Bangalore,133,79,8,187,7.9,10.1,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Cape Town,142,71,7,185,5.27,12.0,0
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,157,104,9,172,5.62,9.06,0
Kings XI Punjab,Delhi Capitals,Delhi,21,18,5,165,8.47,7.0,1
Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,180,119,10,180,0.0,9.08,1
Royal Challengers Bangalore,Chennai Super Kings,Chennai,28,3,3,184,8.0,56.0,0
Chennai Super Kings,Mumbai Indians,Mumbai,118,67,6,170,5.89,10.57,1
Mumbai Indians,Kings XI Punjab,Chandigarh,164,119,10,164,0.0,8.27,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,-3,24,9,123,7.88,-0.75,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,90,34,6,210,8.37,15.88,0
Chennai Super Kings,Sunrisers Hyderabad,Mumbai,48,18,3,149,5.94,16.0,1
Kings XI Punjab,Delhi Capitals,Chandigarh,-3,3,4,159,8.31,-6.0,1
Kings XI Punjab,Delhi Capitals,Mohali,19,14,6,173,8.72,8.14,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,129,107,9,143,6.46,7.23,1
Kings XI Punjab,Mumbai Indians,Chandigarh,45,38,8,155,8.05,7.11,1
Chennai Super Kings,Mumbai Indians,Mumbai,124,76,7,177,7.23,9.79,0
Royal Challengers Bangalore,Mumbai Indians,Johannesburg,97,81,9,150,8.15,7.19,1
Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,137,86,9,164,4.76,9.56,0
Royal Challengers Bangalore,Delhi Capitals,Bangalore,129,77,10,184,7.67,10.05,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,113,70,8,164,6.12,9.69,0
Rajasthan Royals,Kings XI Punjab,Chandigarh,96,36,5,180,6.0,16.0,0
Kings XI Punjab,Delhi Capitals,Delhi,71,62,7,165,9.72,6.87,1
Kings XI Punjab,Chennai Super Kings,Mohali,-6,19,6,173,10.63,-1.89,1
Delhi Capitals,Sunrisers Hyderabad,Raipur,143,96,9,164,5.25,8.94,0
Kolkata Knight Riders,Delhi Capitals,Delhi,59,54,7,147,8.0,6.56,1
Mumbai Indians,Kolkata Knight Riders,Bangalore,10,38,6,108,7.17,1.58,1
Chennai Super Kings,Mumbai Indians,Mumbai,110,78,9,174,9.14,8.46,1
Rajasthan Royals,Kings XI Punjab,Mohali,35,12,5,191,8.67,17.5,0
Kings XI Punjab,Delhi Capitals,Mohali,21,18,6,173,8.94,7.0,1
Delhi Capitals,Chennai Super Kings,Delhi,79,97,9,111,8.35,4.89,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,146,57,7,231,8.1,15.37,0
Kolkata Knight Riders,Kings XI Punjab,Kolkata,127,84,9,184,9.5,9.07,1
Kolkata Knight Riders,Kings XI Punjab,Kolkata,35,47,8,120,6.99,4.47,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,109,23,3,206,6.0,28.43,0
Kings XI Punjab,Chennai Super Kings,Chennai,101,9,2,193,4.97,67.33,0
Kings XI Punjab,Royal Challengers Bangalore,Indore,126,104,10,149,8.62,7.27,1
Sunrisers Hyderabad,Chennai Super Kings,Chennai,81,51,8,161,6.96,9.53,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,123,93,9,160,8.22,7.94,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,128,88,10,184,10.5,8.73,1
Chennai Super Kings,Mumbai Indians,Chennai,95,57,5,160,6.19,10.0,0
Rajasthan Royals,Chennai Super Kings,Centurion,158,112,10,165,5.25,8.46,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,150,112,9,152,1.5,8.04,1
Delhi Capitals,Chennai Super Kings,Chennai,99,40,2,187,6.6,14.85,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,99,86,10,152,9.35,6.91,1
Delhi Capitals,Royal Challengers Bangalore,Bangalore,118,91,9,158,8.28,7.78,0
Delhi Capitals,Sunrisers Hyderabad,Delhi,81,51,6,158,6.7,9.53,0
Delhi Capitals,Kings XI Punjab,Pune,145,104,10,166,7.88,8.37,0
Rajasthan Royals,Kings XI Punjab,Mohali,190,118,10,191,3.0,9.66,0
Royal Challengers Bangalore,Kolkata Knight Riders,Durban,78,64,10,140,6.64,7.31,1
Kings XI Punjab,Rajasthan Royals,Jaipur,124,65,6,192,7.42,11.45,0
Kolkata Knight Riders,Mumbai Indians,East London,30,17,7,149,6.93,10.59,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,26,16,6,179,8.83,9.75,1
Rajasthan Royals,Mumbai Indians,Ahmedabad,49,29,7,165,7.65,10.14,1
Mumbai Indians,Kings XI Punjab,Mumbai,92,55,8,190,9.05,10.04,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,82,37,7,183,7.3,13.3,0
Kings XI Punjab,Chennai Super Kings,Centurion,165,103,9,186,7.41,9.61,0
Kings XI Punjab,Chennai Super Kings,Chennai,81,50,8,166,7.29,9.72,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,50,46,9,141,7.38,6.52,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,114,60,8,173,5.9,11.4,0
Kings XI Punjab,Rajasthan Royals,Jaipur,131,74,7,192,7.96,10.62,0
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,141,95,9,169,6.72,8.91,0
Chennai Super Kings,Kings XI Punjab,Mumbai,61,73,9,113,6.64,5.01,1
Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,128,83,6,166,6.16,9.25,0
Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,58,108,10,71,6.5,3.22,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,76,46,8,152,6.16,9.91,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,114,110,10,127,7.8,6.22,0
Delhi Capitals,Rajasthan Royals,Delhi,95,62,9,166,7.34,9.19,0
Chennai Super Kings,Mumbai Indians,Kolkata,45,8,1,149,5.57,33.75,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,100,26,6,191,5.81,23.08,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,96,70,9,143,5.64,8.23,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,194,116,10,197,4.5,10.03,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,130,105,10,156,10.4,7.43,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,58,67,10,136,8.83,5.19,1
Sunrisers Hyderabad,Kings XI Punjab,Dharamsala,66,49,8,175,9.21,8.08,0
Chennai Super Kings,Royal Challengers Bangalore,Chennai,84,41,6,166,6.23,12.29,1
Royal Challengers Bangalore,Chennai Super Kings,Port Elizabeth,102,38,1,180,5.71,16.11,0
Kings XI Punjab,Rajasthan Royals,Jaipur,158,115,10,162,4.8,8.24,0
Mumbai Indians,Kings XI Punjab,Mumbai,54,37,7,169,8.31,8.76,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,117,48,5,195,6.5,14.62,0
Delhi Capitals,Rajasthan Royals,Delhi,117,112,10,125,6.0,6.27,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,195,77,5,234,5.44,15.19,0
Mumbai Indians,Chennai Super Kings,Mumbai,22,18,6,181,9.35,7.33,1
Delhi Capitals,Kolkata Knight Riders,Kolkata,147,94,10,172,5.77,9.38,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,98,66,8,165,7.44,8.91,1
Chennai Super Kings,Kings XI Punjab,Dharamsala,157,90,8,193,7.2,10.47,1
Delhi Capitals,Mumbai Indians,Mumbai,75,106,10,93,7.71,4.25,0
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,129,105,10,144,6.0,7.37,1
Chennai Super Kings,Sunrisers Hyderabad,Pune,30,17,8,193,9.5,10.59,1
Delhi Capitals,Chennai Super Kings,Pune,125,54,6,219,8.55,13.89,0
Chennai Super Kings,Mumbai Indians,Chennai,149,108,9,160,5.5,8.28,0
Kings XI Punjab,Rajasthan Royals,Chandigarh,173,107,10,184,5.08,9.7,0
Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,4,16,5,144,8.08,1.5,1
Sunrisers Hyderabad,Kings XI Punjab,Johannesburg,105,101,10,135,9.47,6.24,0
Delhi Capitals,Mumbai Indians,East London,53,38,8,117,4.68,8.37,0
Rajasthan Royals,Sunrisers Hyderabad,Port Elizabeth,131,95,7,142,2.64,8.27,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,65,98,10,99,9.27,3.98,1
Kolkata Knight Riders,Delhi Capitals,Delhi,108,72,7,169,7.62,9.0,1
Delhi Capitals,Kolkata Knight Riders,Johannesburg,41,49,7,124,7.01,5.02,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Johannesburg,14,3,1,144,6.67,28.0,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,111,82,9,152,6.47,8.12,1
Rajasthan Royals,Chennai Super Kings,Centurion,47,10,2,165,6.44,28.2,0
Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,-4,2,5,214,11.08,-12.0,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,101,61,7,171,7.12,9.93,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,82,46,7,195,9.16,10.7,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,70,16,5,210,8.08,26.25,0
Delhi Capitals,Kings XI Punjab,Delhi,76,82,10,119,6.79,5.56,0
Chennai Super Kings,Mumbai Indians,Mumbai,128,93,9,165,8.22,8.26,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,72,58,7,130,5.61,7.45,0
Kings XI Punjab,Chennai Super Kings,Chennai,66,28,4,182,7.57,14.14,0
Rajasthan Royals,Mumbai Indians,Mumbai,11,3,3,213,10.36,22.0,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,209,117,10,210,2.0,10.72,0
Mumbai Indians,Chennai Super Kings,Bangalore,131,80,8,188,8.55,9.82,0
Delhi Capitals,Sunrisers Hyderabad,Raipur,131,92,9,159,6.0,8.54,0
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,127,114,10,138,11.0,6.68,1
Royal Challengers Bangalore,Delhi Capitals,Raipur,91,85,8,139,8.23,6.42,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,145,89,10,182,7.16,9.78,1
Rajasthan Royals,Kings XI Punjab,Jaipur,91,67,7,167,8.6,8.15,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,162,76,8,224,8.45,12.79,0
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,108,101,9,134,8.21,6.42,1
Mumbai Indians,Rajasthan Royals,Jaipur,117,40,4,180,4.72,17.55,0
Royal Challengers Bangalore,Rajasthan Royals,Ahmedabad,44,55,9,131,8.03,4.8,1
Rajasthan Royals,Kings XI Punjab,Mohali,36,13,5,191,8.69,16.62,0
Sunrisers Hyderabad,Kolkata Knight Riders,Cape Town,71,95,9,102,7.44,4.48,0
Chennai Super Kings,Delhi Capitals,Delhi,116,77,8,186,9.77,9.04,1
Sunrisers Hyderabad,Kings XI Punjab,Dharamsala,153,105,9,175,8.8,8.74,0
Sunrisers Hyderabad,Chennai Super Kings,Chennai,61,8,5,210,7.98,45.75,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,90,73,9,159,8.81,7.4,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,63,44,8,204,11.13,8.59,1
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,94,66,10,172,8.67,8.55,1
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,87,75,10,141,7.2,6.96,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,44,61,10,123,8.03,4.33,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,112,104,9,133,7.88,6.46,1
Delhi Capitals,Sunrisers Hyderabad,Cuttack,39,21,5,172,8.06,11.14,0
Delhi Capitals,Chennai Super Kings,Raipur,38,47,8,120,6.74,4.85,0
Chennai Super Kings,Delhi Capitals,Delhi,87,47,9,179,7.56,11.11,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,162,69,6,218,6.59,14.09,0
Kings XI Punjab,Kolkata Knight Riders,Port Elizabeth,78,67,8,154,8.6,6.99,1
Chennai Super Kings,Mumbai Indians,Mumbai,106,72,8,174,8.5,8.83,1
Rajasthan Royals,Kings XI Punjab,Jaipur,173,99,10,201,8.0,10.48,0
Delhi Capitals,Chennai Super Kings,Chennai,91,65,7,151,6.55,8.4,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,46,30,3,145,6.6,9.2,0
Sunrisers Hyderabad,Chennai Super Kings,Nagpur,103,88,8,139,6.75,7.02,0
Delhi Capitals,Chennai Super Kings,Chennai,132,99,10,170,10.86,8.0,0
Mumbai Indians,Chennai Super Kings,Delhi,84,42,6,193,8.38,12.0,0
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,30,30,6,111,5.4,6.0,1
Sunrisers Hyderabad,Chennai Super Kings,East London,84,48,4,179,7.92,10.5,0
Rajasthan Royals,Mumbai Indians,Ahmedabad,116,77,9,165,6.84,9.04,1
Sunrisers Hyderabad,Delhi Capitals,Durban,75,48,7,174,8.25,9.38,0
Kings XI Punjab,Royal Challengers Bangalore,Indore,84,80,9,149,9.75,6.3,1
Kolkata Knight Riders,Delhi Capitals,Delhi,144,114,10,154,10.0,7.58,1
Chennai Super Kings,Mumbai Indians,Cape Town,97,63,8,166,7.26,9.24,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,231,117,10,233,4.0,11.85,0
Royal Challengers Bangalore,Mumbai Indians,Bengaluru,85,43,8,198,8.81,11.86,0
Chennai Super Kings,Sunrisers Hyderabad,Chennai,178,108,10,180,1.0,9.89,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,13,16,9,142,7.44,4.88,1
Delhi Capitals,Mumbai Indians,Mumbai,143,118,10,143,0.0,7.27,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,5,6,7,161,8.21,5.0,1
Sunrisers Hyderabad,Rajasthan Royals,Nagpur,52,41,7,160,8.2,7.61,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,60,55,9,155,8.77,6.55,1
Delhi Capitals,Kings XI Punjab,Delhi,13,45,9,112,7.92,1.73,0
Royal Challengers Bangalore,Chennai Super Kings,Johannesburg,104,94,8,147,9.92,6.64,1
Mumbai Indians,Delhi Capitals,Mumbai,60,33,6,153,6.41,10.91,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,41,41,6,148,8.13,6.0,1
Kings XI Punjab,Mumbai Indians,Chandigarh,98,58,8,173,7.26,10.14,0
Kings XI Punjab,Kolkata Knight Riders,Indore,249,118,10,251,6.0,12.66,0
Kings XI Punjab,Rajasthan Royals,Jaipur,117,58,6,192,7.26,12.1,0
Mumbai Indians,Kings XI Punjab,Indore,66,55,9,199,12.28,7.2,1
Sunrisers Hyderabad,Delhi Capitals,Durban,13,5,2,174,8.4,15.6,0
Delhi Capitals,Sunrisers Hyderabad,Delhi,26,21,5,158,8.0,7.43,0
Delhi Capitals,Kings XI Punjab,Chandigarh,100,78,8,143,6.14,7.69,0
Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,101,101,7,129,8.84,6.0,1
Kolkata Knight Riders,Delhi Capitals,Delhi,34,14,2,187,8.66,14.57,0
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,37,39,7,127,6.67,5.69,0
Rajasthan Royals,Kings XI Punjab,Jaipur,91,66,7,167,8.44,8.27,1
Mumbai Indians,Chennai Super Kings,Pune,110,67,10,177,7.58,9.85,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,170,104,9,185,5.62,9.81,0
Chennai Super Kings,Mumbai Indians,Kolkata,41,4,1,149,5.59,61.5,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,77,33,7,211,9.24,14.0,1
Rajasthan Royals,Mumbai Indians,Mumbai,63,34,8,188,8.72,11.12,0
Kings XI Punjab,Chennai Super Kings,Chennai,112,64,8,182,7.5,10.5,0
Royal Challengers Bangalore,Chennai Super Kings,Chennai,52,36,6,149,6.93,8.67,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,145,114,10,159,14.0,7.63,1
Delhi Capitals,Rajasthan Royals,Mumbai,140,86,8,190,8.82,9.77,0
Kolkata Knight Riders,Kings XI Punjab,Kolkata,42,29,5,184,9.36,8.69,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,166,117,10,170,8.0,8.51,1
Sunrisers Hyderabad,Chennai Super Kings,Ranchi,144,91,10,186,8.69,9.49,1
Chennai Super Kings,Sunrisers Hyderabad,Sharjah,135,110,10,146,6.6,7.36,1
Kolkata Knight Riders,Rajasthan Royals,Cape Town,44,25,5,151,6.76,10.56,0
Rajasthan Royals,Kings XI Punjab,Jaipur,66,48,6,167,8.42,8.25,1
Kolkata Knight Riders,Delhi Capitals,Delhi,188,97,7,224,9.39,11.63,0
Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,23,22,6,131,6.61,6.27,1
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,151,119,10,151,0.0,7.61,0
